id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries
2274,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH,1700880698000,1700880803000,2,134.6,,5368709120.0,,
2303,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880793000,1700880801000,3,212.7,,3221225472.0,,
2275,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880721000,1700880811000,3,119.2,,3221225472.0,,
1711,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880770000,1700880813000,3,138.1,,3221225472.0,,
1950,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880778000,1700880812000,5,166.7,,2147483648.0,,
1970,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880589000,1700880811000,2,100.4,,1073741824.0,,
2133,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880619000,1700880809000,2,119.9,,2147483648.0,,
2117,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880686000,1700880809000,2,100.6,,1073741824.0,,
2211,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880805000,1700880812000,3,218.5,,3221225472.0,,
2194,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880771000,1700880820000,3,141.7,,3221225472.0,,
2224,NFCORE_SAREK:SAREK:CRAM_QC_RECAL:SAMTOOLS_STATS,1700880596000,1700880820000,2,148.8,,1073741824.0,,
2305,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880810000,1700880816000,3,214.9,,3221225472.0,,
2310,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880809000,1700880816000,3,216.7,,3221225472.0,,
285,NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM,1700879602000,1700880820000,8,812.4,,15032385536.0,,
1708,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880528000,1700880820000,3,108.6,,3221225472.0,,
1960,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880815000,1700880818000,5,31.0,,2147483648.0,,
1953,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880814000,1700880818000,5,30.0,,2147483648.0,,
2070,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880786000,1700880820000,5,65.8,,2147483648.0,,
2065,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880816000,1700880820000,5,28.4,,2147483648.0,,
2137,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880630000,1700880822000,2,119.0,,2147483648.0,,
2153,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880686000,1700880821000,2,102.5,,2147483648.0,,
2063,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880816000,1700880820000,5,29.7,,2147483648.0,,
2187,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880784000,1700880826000,3,141.9,,3221225472.0,,
2208,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880816000,1700880823000,3,213.2,,3221225472.0,,
2309,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880819000,1700880825000,3,217.2,,3221225472.0,,
1744,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880609000,1700880826000,3,113.4,,3221225472.0,,
1871,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880731000,1700880828000,3,123.7,,3221225472.0,,
2151,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880676000,1700880829000,2,110.8,,2147483648.0,,
2198,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880815000,1700880833000,3,180.2,,3221225472.0,,
2206,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880825000,1700880832000,3,204.5,,3221225472.0,,
2209,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880825000,1700880831000,3,216.8,,3221225472.0,,
2201,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880746000,1700880831000,3,122.3,,3221225472.0,,
2276,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880763000,1700880833000,3,124.2,,3221225472.0,,
2315,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880828000,1700880834000,3,209.5,,3221225472.0,,
2215,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880830000,1700880837000,3,215.2,,3221225472.0,,
2319,NFCORE_SAREK:SAREK:CRAM_QC_RECAL:MOSDEPTH,1700880737000,1700880837000,2,146.4,,4831838208.0,,
2285,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880796000,1700880841000,3,134.1,,3221225472.0,,
2317,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880839000,1700880845000,3,211.9,,3221225472.0,,
1944,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880825000,1700880844000,5,89.4,,2147483648.0,,
2189,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880804000,1700880849000,3,136.2,,3221225472.0,,
2214,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880840000,1700880847000,3,218.1,,3221225472.0,,
2293,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880826000,1700880846000,3,179.5,,3221225472.0,,
2286,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880763000,1700880848000,3,105.7,,3221225472.0,,
2126,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880802000,1700880851000,5,170.3,,2147483648.0,,
2236,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880786000,1700880854000,3,123.5,,3221225472.0,,
1988,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880708000,1700880858000,2,100.3,,1073741824.0,,
2009,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880730000,1700880859000,2,100.4,,1073741824.0,,
2000,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880578000,1700880859000,2,91.1,,1073741824.0,,
2033,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880722000,1700880861000,2,101.6,,2147483648.0,,
2045,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880854000,1700880858000,5,29.5,,2147483648.0,,
2099,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880532000,1700880855000,2,98.9,,1073741824.0,,
2140,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880821000,1700880855000,5,71.1,,2147483648.0,,
2258,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880857000,1700880863000,3,215.8,,3221225472.0,,
2257,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880857000,1700880862000,3,213.1,,3221225472.0,,
2290,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880828000,1700880865000,3,143.6,,3221225472.0,,
2322,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:MERGE_STRELKA,1700880849000,1700880858000,3,195.1,,1073741824.0,,
1701,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880740000,1700880862000,3,116.4,,3221225472.0,,
2155,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880730000,1700880866000,2,101.9,,2147483648.0,,
2255,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880856000,1700880864000,3,221.5,,3221225472.0,,
2298,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880836000,1700880866000,3,149.4,,3221225472.0,,
1929,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880824000,1700880872000,5,112.5,,2147483648.0,,
1920,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880824000,1700880872000,5,155.3,,2147483648.0,,
1940,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880825000,1700880873000,5,267.8,,2147483648.0,,
1975,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880630000,1700880869000,2,100.8,,1073741824.0,,
1995,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880718000,1700880871000,2,106.3,,2147483648.0,,
2150,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880677000,1700880871000,2,116.8,,2147483648.0,,
2108,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880741000,1700880871000,2,98.5,,1073741824.0,,
2135,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880866000,1700880870000,5,30.3,,2147483648.0,,
2261,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880867000,1700880874000,3,216.4,,3221225472.0,,
2331,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL,1700880868000,1700880871000,2,51.2,,1073741824.0,,
2332,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT,1700880870000,1700880873000,2,73.0,,1073741824.0,,
2333,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY,1700880869000,1700880872000,2,99.3,,1073741824.0,,
879,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TIDDIT_SV,1700879122000,1700880875000,2,100.0,,13421772800.0,,
1926,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880872000,1700880879000,5,70.1,,2147483648.0,,
1997,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880728000,1700880878000,2,102.7,,2147483648.0,,
2146,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880677000,1700880876000,2,118.7,,2147483648.0,,
2138,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880875000,1700880879000,5,27.6,,2147483648.0,,
2115,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880876000,1700880880000,5,30.1,,2147483648.0,,
2185,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880825000,1700880876000,3,133.9,,3221225472.0,,
2165,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880751000,1700880882000,2,102.2,,2147483648.0,,
2123,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880761000,1700880886000,2,100.4,,1073741824.0,,
2199,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880834000,1700880883000,3,133.5,,3221225472.0,,
2256,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880878000,1700880885000,3,222.9,,3221225472.0,,
2335,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_TIDDIT:TABIX_BGZIP_TIDDIT_SV,1700880880000,1700880881000,2,26.1,,1073741824.0,,
1996,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880718000,1700880886000,2,111.2,,2147483648.0,,
1990,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880738000,1700880887000,2,100.4,,1073741824.0,,
2049,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880882000,1700880886000,5,31.0,,2147483648.0,,
2141,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880771000,1700880890000,2,100.4,,1073741824.0,,
2110,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880761000,1700880887000,2,100.9,,1073741824.0,,
2246,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880836000,1700880887000,3,130.8,,3221225472.0,,
2249,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880866000,1700880889000,3,159.2,,3221225472.0,,
2244,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880867000,1700880893000,3,150.9,,3221225472.0,,
2287,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880818000,1700880891000,3,122.6,,3221225472.0,,
2291,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880828000,1700880893000,3,126.7,,3221225472.0,,
2308,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880888000,1700880894000,3,220.1,,3221225472.0,,
2338,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_SUMMARY,1700880888000,1700880890000,2,103.9,,1073741824.0,,
2336,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_QUAL,1700880888000,1700880890000,2,114.8,,1073741824.0,,
2337,NFCORE_SAREK:SAREK:VCF_QC_BCFTOOLS_VCFTOOLS:VCFTOOLS_TSTV_COUNT,1700880888000,1700880890000,2,30.4,,1073741824.0,,
1716,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880890000,1700880896000,3,219.6,,3221225472.0,,
1726,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880890000,1700880896000,3,214.4,,3221225472.0,,
1930,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880893000,1700880897000,5,29.5,,2147483648.0,,
1991,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880709000,1700880894000,2,112.3,,2147483648.0,,
1993,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880708000,1700880893000,2,115.9,,2147483648.0,,
1999,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880738000,1700880900000,2,108.8,,2147483648.0,,
2072,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880894000,1700880898000,5,29.0,,2147483648.0,,
2066,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880823000,1700880902000,5,251.6,,2147483648.0,,
2219,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880891000,1700880897000,3,215.3,,3221225472.0,,
2229,NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS,1700880662000,1700880896000,2,181.4,,1073741824.0,,
1917,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880852000,1700880901000,5,191.8,,2147483648.0,,
1972,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880687000,1700880904000,2,92.3,,1073741824.0,,
2028,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880774000,1700880908000,2,100.4,,1073741824.0,,
2060,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880906000,1700880909000,5,27.7,,2147483648.0,,
2163,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880751000,1700880908000,2,100.1,,2147483648.0,,
2170,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880775000,1700880907000,2,102.0,,2147483648.0,,
2076,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880861000,1700880911000,5,166.0,,2147483648.0,,
2203,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880881000,1700880908000,3,158.7,,3221225472.0,,
1695,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880740000,1700880911000,3,117.4,,3221225472.0,,
1731,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880902000,1700880908000,3,213.6,,3221225472.0,,
1728,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880901000,1700880908000,3,212.9,,3221225472.0,,
1956,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880738000,1700880910000,2,113.2,,2147483648.0,,
2005,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880778000,1700880914000,2,100.4,,1073741824.0,,
1998,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880730000,1700880910000,2,113.5,,2147483648.0,,
2073,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880913000,1700880916000,5,29.1,,2147483648.0,,
2237,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880837000,1700880915000,3,120.2,,3221225472.0,,
2251,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880897000,1700880916000,3,164.7,,3221225472.0,,
1709,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880880000,1700880922000,3,139.0,,3221225472.0,,
1763,NFCORE_SAREK:SAREK:BAM_APPLYBQSR:GATK4_APPLYBQSR,1700880913000,1700880919000,3,210.3,,3221225472.0,,
1922,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880883000,1700880918000,5,253.4,,2147483648.0,,
1933,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880914000,1700880917000,5,28.6,,2147483648.0,,
1932,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880924000,1700880928000,5,30.0,,2147483648.0,,
1946,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880924000,1700880930000,5,29.2,,2147483648.0,,
1958,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880919000,1700880924000,5,29.6,,2147483648.0,,
2003,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:SAMTOOLS_MPILEUP,1700880778000,1700880932000,2,100.6,,1073741824.0,,
2001,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_MPILEUP:BCFTOOLS_MPILEUP,1700880778000,1700880924000,2,106.0,,2147483648.0,,
2051,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880913000,1700880933000,5,161.9,,2147483648.0,,
2071,NFCORE_SAREK:SAREK:BAM_VARIANT_CALLING_GERMLINE_ALL:BAM_VARIANT_CALLING_SINGLE_STRELKA:STRELKA_SINGLE,1700880906000,1700880926000,5,119.8,,2147483648.0,,
2180,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880834000,1700880924000,3,120.9,,3221225472.0,,
2186,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880861000,1700880920000,3,127.4,,3221225472.0,,
2238,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880876000,1700880930000,3,126.9,,3221225472.0,,
2239,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880876000,1700880939000,3,124.8,,3221225472.0,,
2235,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880847000,1700880924000,3,119.8,,3221225472.0,,
2233,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880847000,1700880928000,3,119.3,,3221225472.0,,
2254,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880897000,1700880922000,3,153.9,,3221225472.0,,
2253,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880897000,1700880937000,3,137.0,,3221225472.0,,
2260,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880918000,1700880927000,3,211.1,,3221225472.0,,
2297,NFCORE_SAREK:SAREK:BAM_BASERECALIBRATOR:GATK4_BASERECALIBRATOR,1700880836000,1700880922000,3,119.8,,3221225472.0,,
